claim_id,state,district,village,latitude,longitude,claim_geometry_id,claim_type,rights_subtype,submission_date,current_stage,last_updated_date,status,gram_sabha_date,sdlc_date,dlc_date,decision_date,pending_reason,gram_sabha_recommendation,sdlc_recommendation,remand_count,last_remand_reason,evidence_types,rejection_reason,appeal_status,appeal_date,claimed_area_ha,forest_record_area_ha,revenue_record_area_ha,forest_overlap_pct,protected_area_type,protected_area_overlap_pct,cfr_map_available,gram_sabha_resolution_date,assigned_unit_id,verification_visit_count,applicant_hash,estimated_eligible_households,forest_dependent_households,village_forest_area_ha,title_copy_delivered_date,linked_schemes
FRA-0015232,Karnataka,Bengaluru Urban,FRA-KA-005-Village-02,15.008744,77.387401,GEO-0015232,Individual,IFR,2024-07-11,DLC Decision,2025-04-30,Rejected,2024-08-21,2025-01-11,2025-04-25,2025-04-27,,Recommended,Recommended,0,,Forest record; Revenue record,Eligibility period not established,Not Appealed,,2.82,2.67,2.71,91.8,,,,,FRA-KA-005,3,480D4A295C11,819,319,1000.6,,
FRA-0015233,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.185666,77.059675,GEO-0015233,Individual,IFR,2024-04-02,Title Issued,2025-02-09,Approved,2024-06-02,2024-08-12,2024-12-31,2025-01-02,,Recommended,Recommended,0,,Satellite imagery; Government map,,Allowed,2024-10-02,0.84,0.77,0.87,86.9,Wildlife Sanctuary,65.0,,,FRA-KA-005,1,C44006B49C02,922,595,469.7,,NRLM
FRA-0015234,Karnataka,Bengaluru Urban,FRA-KA-005-Village-05,14.894894,77.346331,GEO-0015234,Individual,IFR,2025-04-11,DLC Decision,2026-03-11,Rejected,2025-06-01,2025-09-23,2026-02-06,2026-02-18,,Not Recommended,Not Recommended,0,,Legacy residence/cultivation record; Satellite imagery; Forest record; Community testimony,Eligibility period not established,Not Appealed,,0.98,1.69,0.98,81.5,,,,,FRA-KA-005,2,CD5AF672BE30,896,619,1251.3,,
FRA-0015235,Karnataka,Bidar,FRA-KA-006-Village-02,16.140962,76.27499,GEO-0015235,Individual,IFR,2022-05-29,Title Issued,2023-01-03,Approved,2022-08-06,2022-10-08,2022-12-06,2022-12-19,,Recommended,Recommended,0,,Legacy residence/cultivation record; Government map,,Not Applicable,,0.99,0.94,1.0,88.8,,,,,FRA-KA-006,2,9322BC3FC4BF,353,242,420.2,2023-03-07,MGNREGA
FRA-0015236,Karnataka,Bidar,FRA-KA-006-Village-06,15.797154,76.473566,GEO-0015236,Individual,IFR,2025-10-09,DLC Decision,2026-03-04,Rejected,2025-10-16,2025-12-10,2026-01-10,2026-02-03,,Recommended,Needs Review,3,Boundary re-verification,Gram Sabha testimony; Community testimony; Government map,Eligibility period not established,Not Appealed,,2.01,2.16,1.83,89.3,,,,,FRA-KA-006,4,70579E480360,924,643,559.5,,
FRA-0015237,Karnataka,Bidar,FRA-KA-006-Village-06,15.793855,76.47728,GEO-0015237,Individual,IFR,2022-12-24,Title Issued,2024-03-08,Approved,2023-03-11,2023-08-01,2024-01-27,2024-02-18,,Not Recommended,Not Recommended,0,,Forest record; Physical boundary markers,,Allowed,2023-10-28,1.0,1.73,1.07,95.5,,,,,FRA-KA-006,2,1E4765C0A3FC,924,643,559.5,2024-03-16,Tribal Livelihood Support
FRA-0015238,Karnataka,Bidar,FRA-KA-006-Village-01,16.256912,76.482824,GEO-0015238,Individual,IFR,2023-10-11,Title Issued,2024-03-17,Approved,2023-11-28,2023-12-23,2024-01-25,2024-02-05,,Recommended,Recommended,0,,Physical boundary markers; Legacy residence/cultivation record,,Not Applicable,,0.51,0.34,0.49,88.1,,,,,FRA-KA-006,3,76485C3C54D8,599,499,557.6,2024-05-17,
FRA-0015239,Karnataka,Bidar,FRA-KA-006-Village-04,15.850139,76.453353,GEO-0015239,Individual,IFR,2025-06-25,Title Issued,2026-05-16,Approved,2025-09-21,2025-10-08,2026-04-03,2026-04-09,,Needs Review,Recommended,0,,Satellite imagery; Physical boundary markers; Community testimony,,Not Applicable,,2.1,1.9,2.08,81.0,Wildlife Sanctuary,14.6,,,FRA-KA-006,3,223C226F47AA,817,303,1089.3,2026-07-28,
FRA-0015240,Karnataka,Bidar,FRA-KA-006-Village-06,15.826229,76.472159,GEO-0015240,Individual,IFR,2025-03-09,Title Issued,2025-11-17,Approved,2025-05-24,2025-10-14,2025-11-10,2025-11-10,,Recommended,Recommended,0,,Physical boundary markers; Legacy residence/cultivation record; Government map,,Not Applicable,,2.34,2.21,2.5,79.8,,,,,FRA-KA-006,2,0F15C3D23AD0,924,643,559.5,,
FRA-0015241,Karnataka,Bidar,FRA-KA-006-Village-05,16.275009,76.435525,GEO-0015241,Individual,IFR,2024-01-19,DLC Decision,2024-07-03,Rejected,2024-02-03,2024-03-30,2024-06-25,2024-06-29,,Recommended,Recommended,0,,Government map; Satellite imagery,Claim area could not be verified,Not Appealed,,2.01,2.13,1.89,92.7,,,,,FRA-KA-006,2,28BD53047B2F,164,57,1894.4,,
FRA-0015242,Karnataka,Bidar,FRA-KA-006-Village-03,15.83751,76.160628,GEO-0015242,Individual,IFR,2026-07-09,Field Verification,2026-09-02,Pending,2026-09-02,,,,Awaiting DLC decision,Recommended,Pending,0,,Revenue record; Government map; Forest record,,Not Applicable,,1.98,2.21,1.8,70.9,,,,,FRA-KA-006,0,EAF4C3473E79,191,71,141.2,,
FRA-0015243,Karnataka,Bidar,FRA-KA-006-Village-04,15.8639,76.458035,GEO-0015243,Individual,IFR,2025-02-19,DLC,2026-08-12,Pending,2025-03-20,2025-04-09,,,Boundary verification pending,Recommended,Recommended,0,,Forest record; Legacy residence/cultivation record; Community testimony,,Not Applicable,,0.87,0.41,0.79,21.2,,,,,FRA-KA-006,1,C97485F9D5D6,817,303,1089.3,,
FRA-0015244,Karnataka,Bidar,FRA-KA-006-Village-02,16.116264,76.287276,GEO-0015244,Individual,IFR,2022-08-15,Title Issued,2023-08-30,Approved,2022-11-01,2023-03-08,2023-07-04,2023-07-26,,Needs Review,Not Recommended,0,,Gram Sabha testimony; Revenue record; Community testimony,,Not Applicable,,1.95,2.08,2.03,80.5,,,,,FRA-KA-006,2,548E735D8660,353,242,420.2,2023-08-23,MGNREGA; PDS convergence; Tribal Livelihood Support
FRA-0015245,Karnataka,Bidar,FRA-KA-006-Village-03,15.850764,76.17041,GEO-0015245,Individual,IFR,2023-11-22,Title Issued,2024-09-14,Approved,2024-02-18,2024-04-02,2024-08-02,2024-08-30,,Recommended,Recommended,0,,Satellite imagery; Revenue record,,Not Applicable,,2.95,3.0,3.17,87.2,,,,,FRA-KA-006,4,C14066F44CD8,191,71,141.2,2024-12-10,PDS convergence; PMAY-G
FRA-0015246,Karnataka,Bidar,FRA-KA-006-Village-03,15.856737,76.142309,GEO-0015246,Individual,IFR,2026-07-11,Field Verification,2026-08-25,Pending,2026-08-25,,,,Additional evidence requested,Recommended,Pending,0,,Government map; Revenue record,,Not Applicable,,4.0,3.95,3.73,95.7,Tiger Reserve,6.0,,,FRA-KA-006,0,1B620B327347,191,71,141.2,,
FRA-0015247,Karnataka,Bidar,FRA-KA-006-Village-01,16.279888,76.506911,GEO-0015247,Individual,IFR,2024-06-08,SDLC,2026-08-10,Pending,2024-06-19,2024-10-26,,,Awaiting DLC decision,Needs Review,Needs Review,0,,Satellite imagery; Legacy residence/cultivation record; Forest record,,Not Applicable,,1.86,1.96,1.15,27.8,,,,,FRA-KA-006,3,7271F21DD9B3,599,499,557.6,,
FRA-0015248,Karnataka,Bidar,FRA-KA-006-Village-06,15.810143,76.46922,GEO-0015248,Individual,IFR,2026-04-15,Title Issued,2026-09-04,Approved,2026-06-18,2026-08-24,2026-08-26,2026-08-28,,Recommended,Recommended,1,Procedural correction,Legacy residence/cultivation record; Gram Sabha testimony,,Not Applicable,,1.02,1.11,1.08,86.1,,,,,FRA-KA-006,2,E4CC158BD1BD,924,643,559.5,2026-09-04,NRLM; PDS convergence
FRA-0015249,Karnataka,Bidar,FRA-KA-006-Village-05,16.278278,76.444485,GEO-0015249,Community,Community Rights,2024-02-25,Title Issued,2024-07-15,Approved,2024-03-26,2024-05-11,2024-06-09,2024-06-10,,Recommended,Recommended,1,Procedural correction,Government map,,Not Applicable,,132.3,148.16,142.92,79.3,,,,,FRA-KA-006,3,E70EBAAEFE62,164,57,1894.4,2024-06-30,
FRA-0015250,Karnataka,Bidar,FRA-KA-006-Village-04,15.876215,76.439927,GEO-0015250,Individual,IFR,2022-02-17,Title Issued,2022-10-01,Approved,2022-03-15,2022-05-11,2022-09-10,2022-10-01,,Recommended,Needs Review,0,,Government map; Physical boundary markers; Forest record,,Not Applicable,,0.94,1.03,0.85,15.4,,,,,FRA-KA-006,2,8193F155819F,817,303,1089.3,2022-12-29,PMAY-G
FRA-0015251,Karnataka,Bidar,FRA-KA-006-Village-04,15.874871,76.450064,GEO-0015251,Individual,IFR,2024-09-14,Title Issued,2025-09-23,Approved,2024-11-02,2025-02-12,2025-07-26,2025-08-25,,Recommended,Recommended,0,,Forest record; Legacy residence/cultivation record; Community testimony,,Not Applicable,,1.3,2.05,1.29,76.5,,,,,FRA-KA-006,2,2B231E39DC58,817,303,1089.3,2025-11-29,
FRA-0015252,Karnataka,Bidar,FRA-KA-006-Village-05,16.274547,76.455736,GEO-0015252,Individual,IFR,2023-03-31,Title Issued,2023-12-16,Approved,2023-04-29,2023-07-31,2023-10-24,2023-11-12,,Recommended,Recommended,0,,Satellite imagery; Legacy residence/cultivation record,,Not Applicable,,1.31,1.43,1.2,98.5,,,,,FRA-KA-006,3,9FBCCB79D2FC,164,57,1894.4,2024-02-07,NRLM; Tribal Livelihood Support
FRA-0015253,Karnataka,Bidar,FRA-KA-006-Village-04,15.855795,76.469895,GEO-0015253,Individual,IFR,2026-06-21,Gram Sabha,2026-08-22,Pending,2026-08-22,,,,Awaiting Gram Sabha verification,Recommended,Pending,0,,Revenue record,,Not Applicable,,0.9,0.91,0.83,40.8,,,,,FRA-KA-006,1,1BE2AF5105C4,817,303,1089.3,,
FRA-0015254,Karnataka,Bidar,FRA-KA-006-Village-04,15.876111,76.458302,GEO-0015254,Individual,IFR,2025-07-04,Title Issued,2026-05-03,Approved,2025-09-04,2026-01-22,2026-03-30,2026-04-10,,Recommended,Recommended,0,,Community testimony; Government map; Physical boundary markers; Forest record,,Not Applicable,,0.55,0.5,0.78,92.9,,,,,FRA-KA-006,2,21B7A15742A1,817,303,1089.3,2026-05-25,
FRA-0015255,Karnataka,Bidar,FRA-KA-006-Village-06,15.809147,76.493706,GEO-0015255,Individual,IFR,2025-01-31,Title Issued,2025-07-15,Approved,2025-03-01,2025-05-18,2025-07-01,2025-07-01,,Recommended,Recommended,0,,Community testimony; Revenue record,,Allowed,2025-04-18,1.05,0.96,1.11,15.2,,,,,FRA-KA-006,2,60402939FBDD,924,643,559.5,,PDS convergence; Tribal Livelihood Support
FRA-0015256,Karnataka,Bidar,FRA-KA-006-Village-02,16.119084,76.278155,GEO-0015256,Individual,IFR,2025-03-10,Title Issued,2025-11-18,Approved,2025-04-10,2025-08-10,2025-10-02,2025-10-30,,Recommended,Recommended,0,,Forest record; Gram Sabha testimony; Legacy residence/cultivation record; Physical boundary markers,,Not Applicable,,1.84,1.04,1.97,81.5,,,,,FRA-KA-006,2,4472588CD74F,353,242,420.2,2025-12-07,NRLM; PMAY-G
FRA-0015257,Karnataka,Bidar,FRA-KA-006-Village-03,15.863168,76.163399,GEO-0015257,Individual,IFR,2022-12-13,Title Issued,2023-08-26,Approved,2023-02-28,2023-05-28,2023-07-18,2023-08-01,,Needs Review,Recommended,0,,Government map; Community testimony; Gram Sabha testimony; Forest record; Satellite imagery,,Not Applicable,,2.2,2.1,2.14,99.6,,,,,FRA-KA-006,2,48B870A91EF0,191,71,141.2,2023-08-20,MGNREGA
FRA-0015258,Karnataka,Bidar,FRA-KA-006-Village-02,16.133904,76.297404,GEO-0015258,Individual,IFR,2025-09-30,Title Issued,2026-04-27,Approved,2025-10-16,2025-12-09,2026-03-18,2026-04-11,,Not Recommended,Not Recommended,0,,Satellite imagery; Community testimony; Gram Sabha testimony; Revenue record,,Not Applicable,,1.3,1.42,1.17,75.9,,,,,FRA-KA-006,0,631006B880E9,353,242,420.2,,MGNREGA; PDS convergence; PMAY-G
FRA-0015259,Karnataka,Bidar,FRA-KA-006-Village-02,16.115587,76.268571,GEO-0015259,Community,Community Forest Resource,2021-02-24,Title Issued,2021-09-26,Approved,2021-05-05,2021-08-07,2021-09-05,2021-09-07,,Recommended,Recommended,0,,Physical boundary markers; Legacy residence/cultivation record; Community testimony,,Not Applicable,,419.29,422.53,433.8,98.0,,,Yes,2021-05-28,FRA-KA-006,4,79B8FC321AA2,353,242,420.2,2021-09-15,NRLM; PDS convergence
FRA-0015260,Karnataka,Bidar,FRA-KA-006-Village-04,15.84669,76.469586,GEO-0015260,Community,Community Forest Resource,2022-12-06,DLC Decision,2023-08-02,Rejected,2023-02-12,2023-05-15,2023-06-05,2023-06-22,,Recommended,Needs Review,1,Land-record reconciliation,Government map,Eligibility period not established,Not Appealed,,168.26,160.77,156.59,23.8,,,Yes,2023-03-06,FRA-KA-006,4,C97DF3244C76,817,303,1089.3,,
FRA-0015261,Karnataka,Bidar,FRA-KA-006-Village-02,16.142482,76.273713,GEO-0015261,Individual,IFR,2024-06-20,Title Issued,2025-05-07,Approved,2024-09-17,2024-11-26,2025-03-14,2025-04-03,,Needs Review,Recommended,0,,Gram Sabha testimony; Community testimony,,Not Applicable,,1.18,0.66,1.16,85.3,,,,,FRA-KA-006,2,B6AD0D64C037,353,242,420.2,2025-05-27,PDS convergence; PMAY-G
FRA-0015262,Karnataka,Bidar,FRA-KA-006-Village-05,16.269033,76.424751,GEO-0015262,Individual,IFR,2024-02-05,DLC Decision,2024-07-31,Rejected,2024-04-12,2024-05-07,2024-06-20,2024-07-14,,Not Recommended,Not Recommended,2,Boundary re-verification,Gram Sabha testimony; Legacy residence/cultivation record,Insufficient evidence,Not Appealed,,1.17,1.16,1.07,79.2,,,,,FRA-KA-006,3,03819515CFE4,164,57,1894.4,,
FRA-0015263,Karnataka,Bidar,FRA-KA-006-Village-06,15.82768,76.47851,GEO-0015263,Individual,IFR,2026-01-02,SDLC,2026-06-25,Pending,2026-03-15,2026-04-28,,,Boundary verification pending,Recommended,Recommended,0,,Satellite imagery; Physical boundary markers; Forest record,,Not Applicable,,0.69,0.65,0.97,20.6,,,,,FRA-KA-006,2,49ED37001195,924,643,559.5,,
FRA-0015264,Karnataka,Bidar,FRA-KA-006-Village-03,15.871821,76.152616,GEO-0015264,Individual,IFR,2025-03-20,DLC Decision,2025-11-17,Rejected,2025-04-27,2025-07-28,2025-10-09,2025-11-02,,Recommended,Recommended,0,,Government map; Satellite imagery,Eligibility period not established,Not Appealed,,1.76,2.85,0.92,35.0,,,,,FRA-KA-006,2,D8B8D5759B3D,191,71,141.2,,
FRA-0015265,Karnataka,Bidar,FRA-KA-006-Village-03,15.855205,76.163638,GEO-0015265,Community,Community Rights,2024-06-08,SDLC,2026-08-17,Pending,2024-08-14,2024-12-01,,,Land record reconciliation,Recommended,Not Recommended,0,,Community testimony; Satellite imagery; Physical boundary markers,,Not Applicable,,284.03,306.96,282.77,100.0,,,,,FRA-KA-006,3,5342D924F71B,191,71,141.2,,
FRA-0015266,Karnataka,Bidar,FRA-KA-006-Village-02,16.114377,76.269746,GEO-0015266,Individual,IFR,2023-09-30,Title Issued,2024-06-25,Approved,2023-12-01,2023-12-23,2024-06-07,2024-06-11,,Recommended,Needs Review,0,,Revenue record,,Not Applicable,,2.05,1.09,1.95,15.4,,,,,FRA-KA-006,2,ED52C9DB5E08,353,242,420.2,2024-07-30,PDS convergence
FRA-0015267,Karnataka,Bidar,FRA-KA-006-Village-03,15.858108,76.167727,GEO-0015267,Individual,IFR,2026-07-18,Title Issued,2026-09-04,Approved,2026-08-20,2026-09-04,2026-09-01,2026-09-04,,Recommended,Recommended,1,Land-record reconciliation,Forest record; Legacy residence/cultivation record; Gram Sabha testimony,,Not Applicable,,2.4,2.48,2.4,92.5,,,,,FRA-KA-006,2,F4840EFAB83E,191,71,141.2,2026-09-04,Tribal Livelihood Support
FRA-0015268,Karnataka,Bidar,FRA-KA-006-Village-01,16.253743,76.494607,GEO-0015268,Individual,IFR,2024-07-18,Title Issued,2025-02-19,Approved,2024-10-11,2025-01-09,2025-02-05,2025-02-15,,Recommended,Recommended,0,,Community testimony; Revenue record; Gram Sabha testimony,,Not Applicable,,3.02,1.45,2.83,96.0,,,,,FRA-KA-006,3,E65EA7C4C93B,599,499,557.6,2025-06-04,Tribal Livelihood Support
FRA-0015269,Karnataka,Bidar,FRA-KA-006-Village-02,16.149298,76.285343,GEO-0015269,Individual,IFR,2021-08-21,Title Issued,2022-03-16,Approved,2021-11-05,2021-12-08,2022-02-09,2022-03-10,,Recommended,Recommended,0,,Legacy residence/cultivation record; Satellite imagery,,Not Applicable,,1.92,2.07,1.89,100.0,,,,,FRA-KA-006,4,D41AF16DC7D9,353,242,420.2,2022-03-17,PMAY-G
FRA-0015270,Karnataka,Bidar,FRA-KA-006-Village-03,15.851934,76.164334,GEO-0015270,Individual,IFR,2026-05-03,Title Issued,2026-09-04,Approved,2026-07-10,2026-09-02,2026-08-25,2026-08-26,,Recommended,Recommended,0,,Community testimony; Gram Sabha testimony,,Not Applicable,,1.86,1.91,1.83,100.0,,,,,FRA-KA-006,2,A71A792ACAE4,191,71,141.2,2026-09-04,PDS convergence
FRA-0015271,Karnataka,Bidar,FRA-KA-006-Village-05,16.297934,76.450644,GEO-0015271,Individual,IFR,2023-01-23,Title Issued,2023-11-22,Approved,2023-04-16,2023-09-02,2023-10-14,2023-10-21,,Recommended,Not Recommended,0,,Gram Sabha testimony; Legacy residence/cultivation record; Physical boundary markers,,Not Applicable,,2.92,2.62,3.08,97.3,,,,,FRA-KA-006,4,A65F5E767C8A,164,57,1894.4,2024-01-16,MGNREGA; PDS convergence; PMAY-G
FRA-0015272,Karnataka,Bidar,FRA-KA-006-Village-01,16.254695,76.484402,GEO-0015272,Individual,IFR,2024-02-20,Title Issued,2025-01-19,Approved,2024-03-02,2024-06-27,2024-12-14,2024-12-23,,Recommended,Recommended,0,,Government map,,Not Applicable,,0.98,1.07,1.0,74.3,Wildlife Sanctuary,93.5,,,FRA-KA-006,2,5DE2620E043B,599,499,557.6,2025-03-14,NRLM
FRA-0015273,Karnataka,Bidar,FRA-KA-006-Village-06,15.816251,76.501388,GEO-0015273,Community,Habitat Rights,2023-03-05,Title Issued,2023-09-22,Approved,2023-04-29,2023-06-09,2023-09-04,2023-09-19,,Recommended,Recommended,0,,Forest record; Gram Sabha testimony; Community testimony; Revenue record,,Not Applicable,,59.88,66.35,65.69,79.9,,,,,FRA-KA-006,2,00DD2ED32982,924,643,559.5,2023-12-21,Tribal Livelihood Support
FRA-0015274,Karnataka,Bidar,FRA-KA-006-Village-02,16.115959,76.2757,GEO-0015274,Individual,IFR,2025-06-02,Title Issued,2026-06-12,Approved,2025-07-22,2025-11-04,2026-04-24,2026-05-14,,Recommended,Recommended,0,,Satellite imagery; Government map; Community testimony; Forest record,,Not Applicable,,2.11,2.06,2.11,88.2,,,,,FRA-KA-006,2,C6AC6ACCC062,353,242,420.2,2026-09-03,MGNREGA; PDS convergence
FRA-0015275,Karnataka,Bidar,FRA-KA-006-Village-05,16.295108,76.437982,GEO-0015275,Individual,IFR,2025-01-25,Title Issued,2025-09-04,Approved,2025-02-06,2025-03-28,2025-06-27,2025-07-26,,Needs Review,Not Recommended,0,,Legacy residence/cultivation record; Gram Sabha testimony,,Not Applicable,,1.46,1.51,1.35,83.6,,,,,FRA-KA-006,2,2C3F9BF93A10,164,57,1894.4,2025-11-22,
FRA-0015276,Karnataka,Bidar,FRA-KA-006-Village-02,16.116974,76.274329,GEO-0015276,Individual,IFR,2026-01-16,Title Issued,2026-08-18,Approved,2026-03-02,2026-06-13,2026-08-09,2026-08-10,,Recommended,Recommended,0,,Forest record; Government map; Revenue record; Community testimony,,Not Applicable,,3.17,3.31,3.16,84.1,,,,,FRA-KA-006,1,12A1567A967E,353,242,420.2,2026-09-04,MGNREGA
FRA-0015277,Karnataka,Bidar,FRA-KA-006-Village-01,16.283692,76.491638,GEO-0015277,Individual,IFR,2022-07-01,DLC Decision,2023-01-13,Rejected,2022-08-27,2022-10-04,2022-11-25,2022-12-11,,Recommended,Recommended,1,Boundary re-verification,Gram Sabha testimony; Physical boundary markers; Legacy residence/cultivation record,Insufficient evidence,Not Appealed,,1.86,1.88,1.74,84.3,,,,,FRA-KA-006,2,C34055A9A39D,599,499,557.6,,
FRA-0015278,Karnataka,Bidar,FRA-KA-006-Village-06,15.797396,76.476092,GEO-0015278,Individual,IFR,2026-02-20,DLC Decision,2026-09-04,Rejected,2026-05-24,2026-08-22,2026-08-31,2026-09-02,,Needs Review,Needs Review,0,,Community testimony; Gram Sabha testimony,Insufficient evidence,Not Appealed,,1.21,1.2,1.18,98.4,Wildlife Sanctuary,7.9,,,FRA-KA-006,2,F6546F150ECA,924,643,559.5,,
FRA-0015279,Karnataka,Bidar,FRA-KA-006-Village-05,16.299409,76.431228,GEO-0015279,Community,Habitat Rights,2022-02-04,Title Issued,2023-01-17,Approved,2022-03-13,2022-06-08,2022-11-27,2022-12-05,,Recommended,Recommended,0,,Gram Sabha testimony; Revenue record; Forest record; Community testimony,,Not Applicable,,269.28,292.81,291.74,85.9,,,,,FRA-KA-006,0,5076260672A1,164,57,1894.4,2023-02-04,
FRA-0015280,Karnataka,Bidar,FRA-KA-006-Village-04,15.851787,76.450526,GEO-0015280,Individual,IFR,2025-02-18,Title Issued,2025-07-31,Approved,2025-02-28,2025-06-03,2025-07-17,2025-07-23,,Recommended,Recommended,0,,Community testimony; Legacy residence/cultivation record,,Not Applicable,,2.23,2.1,2.14,87.5,Tiger Reserve,9.2,,,FRA-KA-006,2,928081FEF73F,817,303,1089.3,2025-08-28,NRLM
FRA-0015281,Karnataka,Bidar,FRA-KA-006-Village-01,16.261036,76.50931,GEO-0015281,Individual,IFR,2022-10-21,DLC Decision,2023-10-03,Rejected,2023-01-12,2023-05-13,2023-09-19,2023-09-28,,Needs Review,Recommended,0,,Physical boundary markers; Forest record; Gram Sabha testimony,Claim area could not be verified,Not Appealed,,1.1,1.07,1.02,93.5,,,,,FRA-KA-006,0,709D5EE950CE,599,499,557.6,,
FRA-0015282,Karnataka,Bidar,FRA-KA-006-Village-03,15.85882,76.160353,GEO-0015282,Individual,IFR,2025-08-08,Title Issued,2026-08-12,Approved,2025-09-14,2026-01-26,2026-07-24,2026-07-24,,Recommended,Needs Review,0,,Forest record; Physical boundary markers; Government map; Legacy residence/cultivation record,,Not Applicable,,0.73,0.81,0.75,97.3,,,,,FRA-KA-006,1,F58F40D12A29,191,71,141.2,2026-09-04,
FRA-0015283,Karnataka,Bidar,FRA-KA-006-Village-01,16.248899,76.481381,GEO-0015283,Individual,IFR,2024-09-04,DLC Decision,2025-07-05,Rejected,2024-12-02,2025-03-16,2025-05-19,2025-06-15,,Recommended,Recommended,0,,Forest record; Gram Sabha testimony,Procedural deficiency,Not Appealed,,1.07,1.04,1.11,81.8,,,,,FRA-KA-006,2,F10FF2655104,599,499,557.6,,
FRA-0015284,Karnataka,Bidar,FRA-KA-006-Village-03,15.848652,76.172852,GEO-0015284,Individual,IFR,2024-06-27,DLC Decision,2025-05-03,Rejected,2024-07-06,2024-11-11,2025-04-17,2025-04-18,,Recommended,Recommended,0,,Satellite imagery; Physical boundary markers; Revenue record,Procedural deficiency,Not Appealed,,0.64,0.57,0.36,76.7,,,,,FRA-KA-006,2,E6D7BDF31581,191,71,141.2,,
FRA-0015285,Karnataka,Bidar,FRA-KA-006-Village-04,15.863459,76.467939,GEO-0015285,Community,Community Forest Resource,2024-04-02,DLC Decision,2025-02-11,Rejected,2024-06-08,2024-10-18,2024-12-12,2025-01-10,,Recommended,Needs Review,0,,Government map; Legacy residence/cultivation record; Revenue record; Forest record,Overlapping/duplicate claim,Not Appealed,,2012.87,2214.44,2117.1,100.0,,,Yes,2024-07-07,FRA-KA-006,3,73F13EFF824C,817,303,1089.3,,
FRA-0015286,Karnataka,Bidar,FRA-KA-006-Village-01,16.248394,76.503205,GEO-0015286,Individual,IFR,2024-04-17,Title Issued,2025-01-11,Approved,2024-05-18,2024-07-02,2024-12-13,2024-12-29,,Recommended,Recommended,0,,Satellite imagery,,Not Applicable,,1.4,1.42,1.51,85.7,Wildlife Sanctuary,20.9,,,FRA-KA-006,1,547DD2332F50,599,499,557.6,2025-01-08,MGNREGA; PDS convergence
